gene	geneName	numCH	num2mut	totalVars	expectedCH	mgi_essential	gnomad_essential	adam_essential	hart2014_essential	hart2017_essential	hart2014_nonessential	gnomad_tolerant	gnomad_nonessential
ENSG00000116539	ASH1L	48	118	1319	59.5	0	1	0	0	0	0	0	0
ENSG00000116544	DLGAP3	11	41	535	20.5	1	1	0	0	0	0	0	0
ENSG00000116560	SFPQ	8	52	474	26	0	1	1	1	0	0	0	0
ENSG00000116574	RHOU	0	0	90	0	0	0	0	0	0	0	0	0
ENSG00000116580	GON4L	44	188	1007	94.25	0	0	0	0	0	0	0	0
ENSG00000116584	ARHGEF2	8	10	441	5	0	1	0	0	0	0	0	0
ENSG00000116586	LAMTOR2	0	0	46	0	1	0	0	0	0	0	0	0
ENSG00000116604	MEF2D	2	54	264	27	0	1	0	0	0	0	0	0
ENSG00000116641	DOCK7	22	85	698	42.5	0	0	0	0	0	0	0	0
ENSG00000116649	SRM	0	0	123	0	0	0	0	0	0	0	0	0
ENSG00000116661	FBXO2	1	1	208	0.5	0	0	0	0	0	0	0	0
ENSG00000116663	FBXO6	1	35	176	17.5	0	0	0	0	0	0	0	0
ENSG00000116667	C1orf21	0	0	40	0	0	0	0	0	0	0	0	0
ENSG00000116668	SWT1	6	8	360	4	0	0	0	0	0	0	0	0
ENSG00000116670	MAD2L2	0	4	97	2	0	0	1	0	0	0	0	0
ENSG00000116675	DNAJC6	9	28	470	14.5	1	1	0	0	0	0	0	0
ENSG00000116678	LEPR	15	45	468	22.75	0	0	0	0	0	0	0	0
ENSG00000116679	IVNS1ABP	0	7	228	3.5	1	0	0	0	0	0	0	0
ENSG00000116685	KIAA2013	3	30	341	15	0	0	0	0	0	0	0	0
ENSG00000116688	MFN2	3	3	89	1.5	1	0	0	0	0	0	0	0
ENSG00000116690	PRG4	50	418	744	212.875	0	0	0	0	0	0	0	0
ENSG00000116691	MIIP	1	18	232	9	0	0	0	0	0	0	1	0
ENSG00000116698	SMG7	15	28	478	14	0	1	0	0	0	0	0	0
ENSG00000116701	NCF2	3	11	229	5.5	0	0	0	0	0	0	0	0
ENSG00000116703	PDC	1	1	99	0.5	0	0	0	0	0	0	0	0
ENSG00000116704	SLC35D1	0	27	162	13.5	1	0	0	0	0	0	0	0
ENSG00000116711	PLA2G4A	3	4	290	2	0	0	0	0	0	0	0	0
ENSG00000116717	GADD45A	0	3	70	1.5	0	0	0	0	0	0	0	0
ENSG00000116721	PRAMEF1	114	273	321	185.224609375	0	0	0	0	0	1	0	1
ENSG00000116726	PRAMEF12	1	4	270	2	0	0	0	0	0	0	0	0
ENSG00000116729	WLS	4	18	266	9	1	0	0	0	0	0	0	0
ENSG00000116731	PRDM2	44	205	952	103	0	1	0	0	0	0	0	0
ENSG00000116741	RGS2	3	29	120	14.5	0	0	0	0	0	0	0	0
ENSG00000116745	RPE65	3	6	265	3	0	0	0	0	0	1	0	1
ENSG00000116747	RO60	4	10	237	5	0	0	0	0	0	0	0	0
ENSG00000116748	AMPD1	16	21	343	10.5	0	0	0	0	0	0	0	0
ENSG00000116750	UCHL5	1	1	142	0.5	1	0	0	0	0	0	0	0
ENSG00000116752	BCAS2	1	1	98	0.5	0	0	1	0	0	0	0	0
ENSG00000116754	SRSF11	1	2	196	1	0	1	1	0	0	0	0	0
ENSG00000116761	CTH	0	7	204	3.5	0	0	0	0	0	0	0	0
ENSG00000116771	AGMAT	7	80	231	40	0	0	0	0	0	0	0	0
ENSG00000116774	OLFML3	0	1	232	0.5	0	0	0	0	0	0	0	0
ENSG00000116783	TNNI3K	14	31	478	15.5	0	0	0	0	0	0	1	0
ENSG00000116785	CFHR3	5	23	139	11.5	0	0	0	0	0	0	1	0
ENSG00000116786	PLEKHM2	15	31	517	15.5	0	0	0	0	0	0	0	0
ENSG00000116791	CRYZ	1	6	167	3	0	0	0	0	0	0	1	0
ENSG00000116793	PHTF1	1	2	319	1	0	0	0	0	0	0	0	0
ENSG00000116809	ZBTB17	6	22	362	11.75	1	0	1	0	0	0	0	0
ENSG00000116815	CD58	0	0	111	0	0	0	0	0	0	0	0	0
ENSG00000116819	TFAP2E	2	17	248	8.5	0	0	0	0	0	0	0	0
ENSG00000116824	CD2	0	0	184	0	0	0	0	0	0	0	0	0
ENSG00000116830	TTF2	10	25	538	12.5	0	0	0	0	0	0	0	0
ENSG00000116833	NR5A2	0	0	208	0	1	0	0	0	0	0	0	0
ENSG00000116852	KIF21B	17	33	481	16.5	0	0	0	0	0	0	0	0
ENSG00000116857	TMEM9	0	0	95	0	0	0	0	0	0	0	0	0
ENSG00000116863	ADPRS	4	6	240	3	0	0	0	0	0	0	0	0
ENSG00000116871	MAP7D1	22	164	513	82.25	0	0	0	0	0	0	0	0
ENSG00000116874	WARS2	0	0	187	0	0	0	0	0	0	0	0	0
ENSG00000116882	HAO2	1	56	219	38	0	0	0	0	0	0	1	0
ENSG00000116885	OSCP1	3	3	183	1.5	0	0	0	0	0	0	0	0
ENSG00000116898	MRPS15	2	10	141	5	0	0	0	0	0	0	0	0
ENSG00000116903	EXOC8	1	8	344	4	0	1	0	0	0	0	0	0
ENSG00000116906	GNPAT	10	14	288	7	0	0	0	0	0	0	0	0
ENSG00000116918	TSNAX	0	0	117	0	0	0	0	0	0	0	0	0
ENSG00000116922	C1orf109	0	0	90	0	0	0	1	0	1	0	0	0
ENSG00000116954	RRAGC	3	3	163	1.5	0	0	0	0	0	0	0	0
ENSG00000116962	NID1	2	10	240	5	0	0	0	0	0	0	1	0
ENSG00000116977	LGALS8	4	7	181	3.5	0	0	0	0	0	0	0	0
ENSG00000116981	NT5C1A	3	4	219	2	0	0	0	0	0	0	1	0
ENSG00000116983	HPCAL4	0	7	90	4.5	0	0	0	0	0	0	0	0
ENSG00000116984	MTR	19	153	585	76.75	1	0	0	0	0	0	0	0
ENSG00000116985	BMP8B	8	8	204	4	1	0	0	0	0	0	1	0
ENSG00000116990	MYCL	2	3	173	1.5	0	0	0	0	0	0	0	0
ENSG00000116991	SIPA1L2	55	176	759	106.875	0	0	0	0	0	0	0	0
ENSG00000116996	ZP4	18	44	348	22	0	0	0	0	0	1	0	1
ENSG00000117000	RLF	35	67	715	33.5	0	1	0	0	0	0	0	0
ENSG00000117009	KMO	1	1	227	0.5	0	0	0	0	0	0	0	0
ENSG00000117010	ZNF684	3	3	192	1.5	0	0	0	0	0	0	0	0
ENSG00000117013	KCNQ4	7	15	362	8.5	0	0	0	0	0	0	0	0
ENSG00000117016	RIMS3	2	13	183	6.5	0	0	0	0	0	0	0	0
ENSG00000117020	AKT3	0	0	106	0	0	1	0	0	0	0	0	0
ENSG00000117036	ETV3	1	2	220	1	0	0	0	0	0	0	0	0
ENSG00000117054	ACADM	5	9	197	4.5	1	0	0	0	0	0	0	0
ENSG00000117069	ST6GALNAC5	2	3	62	1.5	0	0	0	0	0	0	0	0
ENSG00000117090	SLAMF1	3	3	150	1.5	0	0	0	0	0	0	0	0
ENSG00000117091	CD48	1	1	142	0.5	0	0	0	0	0	0	0	0
ENSG00000117114	ADGRL2	18	389	622	194.75	0	0	0	0	0	0	0	0
ENSG00000117115	PADI2	14	25	391	12.5	0	0	0	0	0	0	1	0
ENSG00000117118	SDHB	0	0	160	0	0	0	0	0	0	0	0	0
ENSG00000117122	MFAP2	0	0	91	0	0	0	0	0	0	0	0	0
ENSG00000117133	RPF1	8	24	184	12	0	0	1	0	0	0	0	0
ENSG00000117139	KDM5B	16	20	769	10	0	0	0	0	0	0	0	0
ENSG00000117143	UAP1	2	3	239	1.5	0	0	0	0	0	0	0	0
ENSG00000117148	ACTL8	3	7	196	3.5	0	0	0	0	0	0	0	0
ENSG00000117151	CTBS	5	104	185	52	0	0	0	0	0	0	0	0
ENSG00000117152	RGS4	1	4	156	2	1	0	0	0	0	0	0	0
ENSG00000117153	KLHL12	2	2	231	1	0	0	0	0	0	0	0	0
