gene	geneName	numCH	num2mut	totalVars	expectedCH	mgi_essential	gnomad_essential	adam_essential	hart2014_essential	hart2017_essential	hart2014_nonessential	gnomad_tolerant	gnomad_nonessential
ENSG00000065600	PACC1	2	2	213	1	0	0	0	0	0	0	0	0
ENSG00000065978	YBX1	1	1	216	0.5	1	0	1	0	0	0	0	0
ENSG00000066027	PPP2R5A	1	1	180	0.5	0	0	0	0	0	0	0	0
ENSG00000066056	TIE1	35	58	642	29	1	0	0	0	0	0	0	0
ENSG00000066135	KDM4A	5	696	412	520.75	0	1	0	0	0	0	0	0
ENSG00000066136	NFYC	0	2	181	1	0	0	1	0	0	0	0	0
ENSG00000066185	ZMYND12	1	3	178	1.5	0	0	0	0	0	0	0	0
ENSG00000066279	ASPM	183	432	1736	249.03125	0	0	0	0	0	0	0	0
ENSG00000066294	CD84	5	21	174	10.5	0	0	0	0	0	0	0	0
ENSG00000066322	ELOVL1	1	1	119	0.5	0	0	0	0	0	0	0	0
ENSG00000066557	LRRC40	8	20	257	10	0	0	0	0	0	0	0	0
ENSG00000067208	EVI5	10	24	356	12	0	0	0	0	0	0	1	0
ENSG00000067334	DNTTIP2	2	48	338	24	0	0	0	1	0	0	0	0
ENSG00000067533	RRP15	1	16	152	8	0	0	1	0	0	0	0	0
ENSG00000067606	PRKCZ	1	7	282	3.5	0	0	0	0	0	0	0	0
ENSG00000067704	IARS2	7	15	471	7.5	0	0	1	1	0	0	0	0
ENSG00000069248	NUP133	29	83	521	41.5	1	0	1	1	1	0	0	0
ENSG00000069275	NUCKS1	2	2	97	1	0	0	0	0	0	0	0	0
ENSG00000069424	KCNAB2	1	2	181	1	0	0	0	0	0	0	0	0
ENSG00000069702	TGFBR3	3	4	337	2	1	0	0	0	0	0	1	0
ENSG00000069812	HES2	0	0	117	0	0	0	0	0	0	0	0	0
ENSG00000070759	TESK2	5	42	302	21	0	0	0	0	0	0	0	0
ENSG00000070785	EIF2B3	3	10	200	5	0	0	1	1	1	0	0	0
ENSG00000070831	CDC42	0	0	32	0	1	0	1	0	0	0	0	0
ENSG00000070886	EPHA8	31	99	620	49.5	0	0	0	0	0	0	0	0
ENSG00000072694	FCGR2B	2	11	124	5.5	0	0	0	0	0	0	0	0
ENSG00000073754	CD5L	3	23	184	11.5	0	0	0	0	0	0	1	0
ENSG00000073756	PTGS2	1	2	240	1	1	1	0	0	0	0	0	0
ENSG00000074800	ENO1	2	2	189	1	1	0	0	0	0	0	0	0
ENSG00000074964	ARHGEF10L	45	125	697	62.75	0	0	0	0	0	0	0	0
ENSG00000075151	EIF4G3	15	29	656	14.5	0	1	0	0	0	0	0	0
ENSG00000075391	RASAL2	13	30	594	15	0	0	0	0	0	0	0	0
ENSG00000075945	KIFAP3	0	6	154	3	1	0	0	0	0	0	0	0
ENSG00000076258	FMO4	8	27	270	15.625	0	0	0	0	0	0	1	0
ENSG00000076321	KLHL20	1	1	193	0.5	0	0	0	0	0	0	0	0
ENSG00000076356	PLXNA2	51	70	967	35	0	0	0	0	0	0	0	0
ENSG00000076864	RAP1GAP	10	24	362	12	0	0	0	0	0	0	0	0
ENSG00000077152	UBE2T	0	0	73	0	0	0	0	0	0	0	0	0
ENSG00000077157	PPP1R12B	9	29	494	20.875	0	0	0	0	0	0	0	0
ENSG00000077254	USP33	2	2	362	1	0	0	0	0	0	0	0	0
ENSG00000077522	ACTN2	6	9	370	4.5	0	1	0	0	0	0	0	0
ENSG00000077549	CAPZB	0	0	96	0	0	0	1	0	0	0	0	0
ENSG00000077585	GPR137B	1	1	214	0.5	0	0	0	0	0	0	0	0
ENSG00000078369	GNB1	0	0	83	0	1	1	0	0	0	0	0	0
ENSG00000078618	NRDC	12	19	483	9.5	0	0	0	0	0	0	0	0
ENSG00000078808	SDF4	2	2	222	1	0	0	0	0	0	0	0	0
ENSG00000078900	TP73	7	89	364	44.75	1	1	0	0	0	0	0	0
ENSG00000079277	MKNK1	3	3	217	1.5	0	0	0	0	0	0	0	0
ENSG00000079335	CDC14A	1	1	296	0.5	0	0	0	0	0	0	0	0
ENSG00000079739	PGM1	4	5	254	2.5	0	0	0	0	0	0	0	0
ENSG00000080910	CFHR2	0	60	136	30	0	0	0	0	0	1	1	1
ENSG00000081019	RSBN1	5	5	351	2.5	0	0	0	0	0	0	0	0
ENSG00000081026	MAGI3	22	48	690	24.25	0	0	0	0	0	0	0	0
ENSG00000081237	PTPRC	18	26	582	13	1	1	0	0	0	0	0	0
ENSG00000081248	CACNA1S	85	122	1061	62	1	0	0	0	0	0	0	0
ENSG00000081277	PKP1	23	46	423	23	0	0	0	0	0	0	0	0
ENSG00000081692	JMJD4	12	124	299	62	0	0	0	0	0	0	0	0
ENSG00000081721	DUSP12	2	21	164	10.5	0	0	0	0	0	0	0	0
ENSG00000081870	HSPB11	0	0	53	0	0	0	0	1	0	0	0	0
ENSG00000081985	IL12RB2	9	76	362	38.25	0	0	0	0	0	0	0	0
ENSG00000082482	KCNK2	0	18	125	9	0	0	0	0	0	0	0	0
ENSG00000082497	SERTAD4	4	7	157	3.5	0	0	0	0	0	0	0	0
ENSG00000082512	TRAF5	5	16	236	8	0	0	0	0	0	0	1	0
ENSG00000083444	PLOD1	10	15	408	7.5	0	0	0	0	0	0	0	0
ENSG00000084070	SMAP2	1	7	162	3.5	0	0	0	0	0	0	0	0
ENSG00000084072	PPIE	0	100	158	50	0	0	0	1	0	0	0	0
ENSG00000084073	ZMPSTE24	1	5	205	3.5	1	0	0	0	0	0	0	0
ENSG00000084623	EIF3I	0	0	144	0	0	0	1	1	1	0	0	0
ENSG00000084628	NKAIN1	2	3	90	1.5	0	0	0	0	0	0	0	0
ENSG00000084636	COL16A1	64	313	858	159.25	0	0	0	0	0	0	1	0
ENSG00000084652	TXLNA	7	9	268	4.5	0	1	0	0	0	0	0	0
ENSG00000085433	WDR47	1	5	158	2.5	0	0	0	0	0	0	0	0
ENSG00000085465	OVGP1	8	16	371	8	0	0	0	0	0	0	0	0
ENSG00000085491	SLC25A24	2	21	217	10.5	0	0	0	0	0	0	0	0
ENSG00000085552	IGSF9	26	112	650	56.25	0	0	0	0	0	0	0	0
ENSG00000085831	TTC39A	4	14	248	7	0	0	0	0	0	0	0	0
ENSG00000085832	EPS15	6	34	414	17	0	0	0	0	0	0	0	0
ENSG00000085840	ORC1	9	11	434	5.5	0	0	1	0	0	0	0	0
ENSG00000085998	POMGNT1	5	7	335	3.5	1	0	0	0	0	0	0	0
ENSG00000085999	RAD54L	11	28	383	14	0	0	0	0	0	0	1	0
ENSG00000086015	MAST2	0	0	91	0	0	0	0	0	0	0	1	0
ENSG00000086619	ERO1B	1	5	213	2.5	0	0	0	0	0	0	0	0
ENSG00000088035	ALG6	0	2	206	1	0	0	0	0	0	0	0	0
ENSG00000088280	ASAP3	21	116	448	58.25	0	0	0	0	0	0	0	0
ENSG00000090020	SLC9A1	3	4	333	2	1	0	0	0	0	0	0	0
ENSG00000090104	RGS1	0	1	99	0.5	0	0	0	0	0	0	0	0
ENSG00000090273	NUDC	0	0	162	0	0	0	1	0	1	0	0	0
ENSG00000090432	MUL1	0	0	192	0	0	0	0	0	0	0	0	0
ENSG00000090621	PABPC4	1	3	292	1.5	0	1	0	0	0	0	0	0
ENSG00000090686	USP48	7	101	374	50.5	0	1	0	0	0	0	0	0
ENSG00000091483	FH	4	13	232	6.5	1	0	0	0	0	0	0	0
ENSG00000092607	TBX15	3	9	296	4.5	1	0	0	0	0	0	0	0
ENSG00000092621	PHGDH	9	13	274	6.5	1	0	0	0	0	0	0	0
ENSG00000092847	AGO1	0	0	261	0	0	1	0	0	0	0	0	0
ENSG00000092850	TEKT2	8	20	267	10	0	0	0	0	0	0	0	0
ENSG00000092853	CLSPN	20	129	572	64.75	0	0	0	0	0	0	1	0
ENSG00000092969	TGFB2	3	11	171	5.5	1	1	0	0	0	0	0	0
ENSG00000092978	GPATCH2	5	35	240	17.5	0	0	0	0	0	0	0	0
ENSG00000094963	FMO2	5	14	260	7	0	0	0	0	0	0	1	0
ENSG00000094975	SUCO	28	680	654	340.5	0	0	0	0	0	0	1	0
ENSG00000097021	ACOT7	3	3	167	1.5	0	0	0	0	0	0	0	0
ENSG00000097033	SH3GLB1	0	0	147	0	0	1	0	0	0	0	0	0
ENSG00000097046	CDC7	3	26	258	13	1	0	1	0	0	0	0	0
ENSG00000097096	SYDE2	18	103	523	51.75	0	0	0	0	0	0	1	0
ENSG00000099260	PALMD	4	13	272	6.5	0	0	0	0	0	0	0	0
ENSG00000107404	DVL1	35	58	606	29	0	0	0	0	0	0	0	0
ENSG00000116128	BCL9	25	78	770	39.25	0	0	0	0	0	0	0	0
ENSG00000116132	PRRX1	1	55	126	27.5	1	0	0	0	0	0	0	0
ENSG00000116133	DHCR24	1	6	262	3	1	0	0	0	0	0	0	0
ENSG00000116138	DNAJC16	7	13	362	6.5	0	0	0	0	0	0	0	0
ENSG00000116141	MARK1	8	14	297	7	0	0	0	0	0	0	0	0
ENSG00000116147	TNR	39	172	681	86.25	0	0	0	0	0	1	0	1
ENSG00000116151	MORN1	13	28	366	14	0	0	0	0	0	0	0	0
ENSG00000116157	GPX7	0	0	100	0	0	0	0	0	0	0	1	0
ENSG00000116161	CACYBP	0	0	79	0	0	0	0	0	0	0	0	0
ENSG00000116171	SCP2	0	0	132	0	0	0	0	0	0	0	0	0
ENSG00000116183	PAPPA2	44	58	938	29.25	0	0	0	0	0	0	0	0
ENSG00000116191	RALGPS2	1	6	176	3	0	0	0	0	0	0	0	0
ENSG00000116194	ANGPTL1	5	5	249	2.5	0	0	0	0	0	0	0	0
ENSG00000116198	CEP104	23	245	474	122.75	0	0	0	0	0	0	0	0
ENSG00000116199	FAM20B	1	1	205	0.5	0	0	0	0	0	0	0	0
ENSG00000116205	TCEANC2	0	1	98	0.5	0	0	0	0	0	0	0	0
ENSG00000116209	TMEM59	2	2	134	1	0	0	0	0	0	0	0	0
ENSG00000116212	LRRC42	3	7	239	3.5	0	0	0	0	0	0	0	0
ENSG00000116213	WRAP73	2	3	285	1.5	0	0	0	0	0	0	0	0
ENSG00000116218	NPHS2	1	22	188	11	1	0	0	0	0	1	0	1
ENSG00000116221	MRPL37	10	158	297	79.25	0	0	0	0	0	0	0	0
ENSG00000116237	ICMT	0	3	118	1.5	1	0	0	0	0	0	0	0
ENSG00000116251	RPL22	0	2	41	1	0	0	0	0	0	0	0	0
ENSG00000116254	CHD5	42	191	889	96	0	1	0	0	0	0	0	0
ENSG00000116260	QSOX1	11	30	411	15	0	0	0	0	0	0	0	0
ENSG00000116266	STXBP3	2	2	228	1	1	0	0	0	0	0	0	0
ENSG00000116273	PHF13	2	2	144	1	0	1	0	0	0	0	0	0
ENSG00000116285	ERRFI1	0	5	218	2.5	1	0	0	0	0	0	0	0
ENSG00000116288	PARK7	1	1	110	0.5	0	0	0	0	0	0	0	0
ENSG00000116299	ELAPOR1	16	29	453	14.5	0	0	0	0	0	0	0	0
ENSG00000116329	OPRD1	0	1	205	0.5	0	0	0	0	0	0	0	0
ENSG00000116337	AMPD2	4	9	417	4.5	0	0	0	0	0	0	0	0
ENSG00000116350	SRSF4	1	50	290	25	0	0	0	0	0	0	0	0
ENSG00000116353	MECR	2	2	209	1	0	0	0	0	0	0	0	0
ENSG00000116396	KCNC4	5	22	375	11	0	0	0	0	0	0	0	0
ENSG00000116406	EDEM3	9	15	437	7.75	0	0	0	0	0	0	0	0
ENSG00000116455	WDR77	0	0	136	0	1	0	1	0	1	0	0	0
ENSG00000116459	ATP5PB	1	1	140	0.5	0	0	0	0	0	0	0	0
ENSG00000116473	RAP1A	0	0	60	0	1	0	0	0	0	0	0	0
ENSG00000116478	HDAC1	0	4	168	2	1	0	0	0	0	0	0	0
ENSG00000116489	CAPZA1	2	3	132	1.5	0	0	0	0	0	0	0	0
ENSG00000116497	S100PBP	5	5	210	2.5	0	0	0	0	0	0	0	0
ENSG00000116514	RNF19B	15	46	393	23.25	0	0	0	0	0	0	0	0
ENSG00000116521	SCAMP3	1	3	170	1.5	0	0	0	0	0	0	0	0
ENSG00000116525	TRIM62	10	18	267	9	0	0	0	0	0	0	0	0
ENSG00000116539	ASH1L	47	104	1319	52.25	0	1	0	0	0	0	0	0
ENSG00000116544	DLGAP3	9	37	535	18.5	1	1	0	0	0	0	0	0
ENSG00000116560	SFPQ	8	51	474	25.5	0	1	1	1	0	0	0	0
ENSG00000116574	RHOU	0	0	90	0	0	0	0	0	0	0	0	0
ENSG00000116580	GON4L	43	184	1007	92.25	0	0	0	0	0	0	0	0
ENSG00000116584	ARHGEF2	8	10	441	5	0	1	0	0	0	0	0	0
ENSG00000116586	LAMTOR2	0	0	46	0	1	0	0	0	0	0	0	0
ENSG00000116604	MEF2D	2	54	264	27	0	1	0	0	0	0	0	0
ENSG00000116641	DOCK7	22	82	698	41	0	0	0	0	0	0	0	0
ENSG00000116649	SRM	0	0	123	0	0	0	0	0	0	0	0	0
ENSG00000116661	FBXO2	1	1	208	0.5	0	0	0	0	0	0	0	0
ENSG00000116663	FBXO6	1	35	176	17.5	0	0	0	0	0	0	0	0
ENSG00000116667	C1orf21	0	0	40	0	0	0	0	0	0	0	0	0
ENSG00000116668	SWT1	5	6	360	3	0	0	0	0	0	0	0	0
ENSG00000116670	MAD2L2	0	4	97	2	0	0	1	0	0	0	0	0
ENSG00000116675	DNAJC6	8	22	470	11.5	1	1	0	0	0	0	0	0
ENSG00000116678	LEPR	15	44	468	22.25	0	0	0	0	0	0	0	0
ENSG00000116679	IVNS1ABP	0	5	228	2.5	1	0	0	0	0	0	0	0
ENSG00000116685	KIAA2013	2	27	341	13.5	0	0	0	0	0	0	0	0
ENSG00000116688	MFN2	2	2	89	1	1	0	0	0	0	0	0	0
ENSG00000116690	PRG4	45	411	744	209.375	0	0	0	0	0	0	0	0
ENSG00000116691	MIIP	1	18	232	9	0	0	0	0	0	0	1	0
ENSG00000116698	SMG7	15	27	478	13.5	0	1	0	0	0	0	0	0
ENSG00000116701	NCF2	3	10	229	5	0	0	0	0	0	0	0	0
ENSG00000116703	PDC	1	1	99	0.5	0	0	0	0	0	0	0	0
ENSG00000116704	SLC35D1	0	26	162	13	1	0	0	0	0	0	0	0
ENSG00000116711	PLA2G4A	3	4	290	2	0	0	0	0	0	0	0	0
ENSG00000116717	GADD45A	0	3	70	1.5	0	0	0	0	0	0	0	0
ENSG00000116721	PRAMEF1	114	273	321	185.224609375	0	0	0	0	0	1	0	1
ENSG00000116726	PRAMEF12	1	3	270	1.5	0	0	0	0	0	0	0	0
ENSG00000116729	WLS	4	18	266	9	1	0	0	0	0	0	0	0
ENSG00000116731	PRDM2	43	201	952	101	0	1	0	0	0	0	0	0
ENSG00000116741	RGS2	3	29	120	14.5	0	0	0	0	0	0	0	0
ENSG00000116745	RPE65	3	4	265	2	0	0	0	0	0	1	0	1
ENSG00000116747	RO60	4	10	237	5	0	0	0	0	0	0	0	0
ENSG00000116748	AMPD1	15	19	343	9.5	0	0	0	0	0	0	0	0
ENSG00000116750	UCHL5	1	1	142	0.5	1	0	0	0	0	0	0	0
ENSG00000116752	BCAS2	1	1	98	0.5	0	0	1	0	0	0	0	0
ENSG00000116754	SRSF11	0	0	196	0	0	1	1	0	0	0	0	0
ENSG00000116761	CTH	0	6	204	3	0	0	0	0	0	0	0	0
ENSG00000116771	AGMAT	7	78	231	39	0	0	0	0	0	0	0	0
ENSG00000116774	OLFML3	0	1	232	0.5	0	0	0	0	0	0	0	0
ENSG00000116783	TNNI3K	12	29	478	14.5	0	0	0	0	0	0	1	0
ENSG00000116785	CFHR3	5	23	139	11.5	0	0	0	0	0	0	1	0
ENSG00000116786	PLEKHM2	15	29	517	14.5	0	0	0	0	0	0	0	0
ENSG00000116791	CRYZ	1	4	167	2	0	0	0	0	0	0	1	0
ENSG00000116793	PHTF1	1	1	319	0.5	0	0	0	0	0	0	0	0
ENSG00000116809	ZBTB17	6	21	362	11.25	1	0	1	0	0	0	0	0
ENSG00000116815	CD58	0	0	111	0	0	0	0	0	0	0	0	0
ENSG00000116819	TFAP2E	2	15	248	7.5	0	0	0	0	0	0	0	0
ENSG00000116824	CD2	0	0	184	0	0	0	0	0	0	0	0	0
ENSG00000116830	TTF2	10	21	538	10.5	0	0	0	0	0	0	0	0
ENSG00000116833	NR5A2	0	0	208	0	1	0	0	0	0	0	0	0
ENSG00000116852	KIF21B	17	32	481	16	0	0	0	0	0	0	0	0
ENSG00000116857	TMEM9	0	0	95	0	0	0	0	0	0	0	0	0
ENSG00000116863	ADPRS	4	6	240	3	0	0	0	0	0	0	0	0
ENSG00000116871	MAP7D1	20	160	513	80.25	0	0	0	0	0	0	0	0
ENSG00000116874	WARS2	0	0	187	0	0	0	0	0	0	0	0	0
ENSG00000116882	HAO2	1	53	219	36.5	0	0	0	0	0	0	1	0
ENSG00000116885	OSCP1	3	3	183	1.5	0	0	0	0	0	0	0	0
ENSG00000116898	MRPS15	2	10	141	5	0	0	0	0	0	0	0	0
ENSG00000116903	EXOC8	1	6	344	3	0	1	0	0	0	0	0	0
ENSG00000116906	GNPAT	9	13	288	6.5	0	0	0	0	0	0	0	0
ENSG00000116918	TSNAX	0	0	117	0	0	0	0	0	0	0	0	0
ENSG00000116922	C1orf109	0	0	90	0	0	0	1	0	1	0	0	0
ENSG00000116954	RRAGC	2	2	163	1	0	0	0	0	0	0	0	0
ENSG00000116962	NID1	2	8	240	4	0	0	0	0	0	0	1	0
ENSG00000116977	LGALS8	4	5	181	2.5	0	0	0	0	0	0	0	0
ENSG00000116981	NT5C1A	3	4	219	2	0	0	0	0	0	0	1	0
ENSG00000116983	HPCAL4	0	7	90	4.5	0	0	0	0	0	0	0	0
ENSG00000116984	MTR	16	148	585	74.25	1	0	0	0	0	0	0	0
ENSG00000116985	BMP8B	8	8	204	4	1	0	0	0	0	0	1	0
ENSG00000116990	MYCL	2	2	173	1	0	0	0	0	0	0	0	0
ENSG00000116991	SIPA1L2	53	169	759	103.375	0	0	0	0	0	0	0	0
ENSG00000116996	ZP4	18	41	348	20.5	0	0	0	0	0	1	0	1
ENSG00000117000	RLF	33	61	715	30.5	0	1	0	0	0	0	0	0
ENSG00000117009	KMO	1	1	227	0.5	0	0	0	0	0	0	0	0
ENSG00000117010	ZNF684	3	3	192	1.5	0	0	0	0	0	0	0	0
ENSG00000117013	KCNQ4	6	13	362	7.5	0	0	0	0	0	0	0	0
ENSG00000117016	RIMS3	2	13	183	6.5	0	0	0	0	0	0	0	0
ENSG00000117020	AKT3	0	0	106	0	0	1	0	0	0	0	0	0
ENSG00000117036	ETV3	1	1	220	0.5	0	0	0	0	0	0	0	0
ENSG00000117054	ACADM	5	9	197	4.5	1	0	0	0	0	0	0	0
ENSG00000117069	ST6GALNAC5	2	2	62	1	0	0	0	0	0	0	0	0
ENSG00000117090	SLAMF1	2	2	150	1	0	0	0	0	0	0	0	0
ENSG00000117091	CD48	1	1	142	0.5	0	0	0	0	0	0	0	0
ENSG00000117114	ADGRL2	16	383	622	191.75	0	0	0	0	0	0	0	0
ENSG00000117115	PADI2	13	24	391	12	0	0	0	0	0	0	1	0
ENSG00000117118	SDHB	0	0	160	0	0	0	0	0	0	0	0	0
ENSG00000117122	MFAP2	0	0	91	0	0	0	0	0	0	0	0	0
ENSG00000117133	RPF1	8	24	184	12	0	0	1	0	0	0	0	0
ENSG00000117139	KDM5B	14	17	769	8.5	0	0	0	0	0	0	0	0
ENSG00000117143	UAP1	2	2	239	1	0	0	0	0	0	0	0	0
ENSG00000117148	ACTL8	3	7	196	3.5	0	0	0	0	0	0	0	0
ENSG00000117151	CTBS	4	103	185	51.5	0	0	0	0	0	0	0	0
ENSG00000117152	RGS4	1	2	156	1	1	0	0	0	0	0	0	0
ENSG00000117153	KLHL12	2	2	231	1	0	0	0	0	0	0	0	0
